Code|Nutrient/Ingridient|Value (per 100gr)
GP029|Vitamin C (Vit. C)|0 mg
GP030|Air (Water)|60.0 g
GP030|Energi (Energy)|142 Kal
GP030|Protein (Protein)|27.0 g
GP030|Lemak (Fat)|3.0 g
GP030|Karbohidrat (CHO)|0.0 g
GP030|Serat (Fibre)|0.0 g
GP030|Abu (ASH)|10.0 g
GP030|Kalsium (Ca)|60 mg
GP030|Fosfor (P)|200 mg
GP030|Besi (Fe)|3.0 mg
GP030|Retinol (Vit. A)|61 mcg
GP030|Thiamin (Vit. B1)|0.07 mg
GP030|Vitamin C (Vit. C)|0 mg
GP031|Air (Water)|8.5 g
GP031|Energi (Energy)|534 Kal
GP031|Protein (Protein)|40.2 g
GP031|Lemak (Fat)|39.3 g
GP031|Karbohidrat (CHO)|4.9 g
GP031|Serat (Fibre)|2.0 g
GP031|Abu (ASH)|7.1 g
GP031|Kalsium (Ca)|199 mg
GP031|Fosfor (P)|1,244 mg
GP031|Besi (Fe)|2.7 mg
GP031|Natrium (Na)|673 mg
GP031|Kalium (K)|673.0 mg
GP031|Tembaga (Cu)|0.30 mg
GP031|Seng (Zn)|2.6 mg
GP031|Beta-Karoten (Carotenes)|410 mcg
GP031|Karoten Total (Re)|0 mcg
GP031|Thiamin (Vit. B1)|0.02 mg
GP031|Riboflavin (Vit. B2)|0.50 mg
GP031|Niasin (Niacin)|0.0 mg
GP031|Vitamin C (Vit. C)|0 mg
GP032|Air (Water)|12.4 g
GP032|Energi (Energy)|415 Kal
GP032|Protein (Protein)|61.3 g
GP032|Lemak (Fat)|17.6 g
GP032|Karbohidrat (CHO)|2.9 g
GP032|Serat (Fibre)|0.0 g
GP032|Abu (ASH)|5.8 g
GP032|Kalsium (Ca)|258 mg
GP032|Fosfor (P)|919 mg
GP032|Besi (Fe)|7.0 mg
GP032|Natrium (Na)|381 mg
GP032|Kalium (K)|488.0 mg
GP032|Tembaga (Cu)|17.60 mg
GP032|Seng (Zn)|1.0 mg
GP032|Retinol (Vit. A)|0 mcg
GP032|Karoten Total (Re)|0 mcg
GP032|Thiamin (Vit. B1)|0.03 mg
GP032|Riboflavin (Vit. B2)|0.10 mg
GP032|Niasin (Niacin)|17.3 mg
GP032|Vitamin C (Vit. C)|0 mg
GP033|Air (Water)|33.6 g
GP033|Energi (Energy)|284 Kal
GP033|Protein (Protein)|34.1 g
GP033|Lemak (Fat)|9.9 g
GP033|Karbohidrat (CHO)|14.6 g
GP033|Serat (Fibre)|0.0 g
GP033|Abu (ASH)|7.8 g
GP033|Kalsium (Ca)|1,426 mg
GP033|Fosfor (P)|1,103 mg
GP033|Besi (Fe)|9.5 mg
GP033|Natrium (Na)|1,767 mg
GP033|Kalium (K)|263.0 mg
GP033|Tembaga (Cu)|1.30 mg
GP033|Seng (Zn)|18.7 mg
GP033|Thiamin (Vit. B1)|0.49 mg
GP033|Riboflavin (Vit. B2)|0.03 mg
GP034|Air (Water)|42.6 g
GP034|Energi (Energy)|240 Kal
GP034|Protein (Protein)|21.7 g
GP034|Lemak (Fat)|7.7 g
GP034|Karbohidrat (CHO)|20.7 g
GP034|Abu (ASH)|7.3 g
GP034|Kalsium (Ca)|159 mg
GP034|Fosfor (P)|362 mg
GP034|Besi (Fe)|9.8 mg
GP034|Natrium (Na)|2,041 mg
GP034|Kalium (K)|159.0 mg
GP034|Tembaga (Cu)|1.50 mg
GP034|Seng (Zn)|8.8 mg
GP034|Thiamin (Vit. B1)|0.51 mg
GP034|Riboflavin (Vit. B2)|0.02 mg
GP035|Air (Water)|59.0 g
GP035|Energi (Energy)|138 Kal
GP035|Protein (Protein)|27.0 g
GP035|Lemak (Fat)|3.3 g
GP035|Karbohidrat (CHO)|0.0 g
GP035|Serat (Fibre)|0.0 g
GP035|Abu (ASH)|0.7 g
GP035|Kalsium (Ca)|50 mg
GP035|Fosfor (P)|100 mg
GP035|Besi (Fe)|2.0 mg
GP035|Retinol (Vit. A)|45 mcg
GP035|Thiamin (Vit. B1)|0.10 mg
GP035|Vitamin C (Vit. C)|0 mg
GP036|Air (Water)|43.0 g
GP036|Energi (Energy)|194 Kal
GP036|Protein (Protein)|38.0 g
GP036|Lemak (Fat)|3.5 g
GP036|Karbohidrat (CHO)|0.0 g
GP036|Serat (Fibre)|0.0 g
GP036|Abu (ASH)|15.5 g
GP036|Kalsium (Ca)|20 mg
GP036|Fosfor (P)|200 mg
GP036|Besi (Fe)|1.0 mg
GP036|Retinol (Vit. A)|0 mcg
GP036|Beta-Karoten (Carotenes)|0 mcg
GP036|Thiamin (Vit. B1)|0.01 mg
GP036|Vitamin C (Vit. C)|0 mg
GP037|Air (Water)|30.0 g
GP037|Energi (Energy)|289 Kal
GP037|Protein (Protein)|38.0 g
GP037|Lemak (Fat)|14.0 g
GP037|Karbohidrat (CHO)|0.0 g
GP037|Serat (Fibre)|0.0 g
GP037|Abu (ASH)|18.0 g
GP037|Kalsium (Ca)|40 mg
GP037|Fosfor (P)|100 mg
GP037|Besi (Fe)|0.7 mg
GP037|Retinol (Vit. A)|0 mcg
GP037|Beta-Karoten (Carotenes)|0 mcg
GP037|Thiamin (Vit. B1)|0.00 mg
GP037|Vitamin C (Vit. C)|0 mg
GP038|Air (Water)|34.7 g
GP038|Energi (Energy)|199 Kal
GP038|Protein (Protein)|34.1 g
GP038|Lemak (Fat)|3.8 g
GP038|Karbohidrat (CHO)|7.1 g
GP038|Abu (ASH)|20.3 g
GP038|Kalsium (Ca)|94 mg
GP038|Fosfor (P)|92 mg
GP038|Besi (Fe)|2.2 mg
GP038|Natrium (Na)|377 mg
GP038|Kalium (K)|57.0 mg
GP038|Tembaga (Cu)|0.10 mg
GP038|Seng (Zn)|3.2 mg
GP038|Retinol (Vit. A)|2,481 mcg
GP038|Thiamin (Vit. B1)|1.50 mg
GP038|Riboflavin (Vit. B2)|0.13 mg
GP038|Niasin (Niacin)|7.2 mg
GP039|Air (Water)|4.3 g
GP039|Energi (Energy)|316 Kal
GP039|Protein (Protein)|60.1 g
GP039|Lemak (Fat)|6.5 g
GP039|Karbohidrat (CHO)|22.4 g
GP039|Serat (Fibre)|0.0 g
GP039|Abu (ASH)|6.7 g
GP039|Kalsium (Ca)|3,196 mg
GP039|Fosfor (P)|1,976 mg
GP039|Besi (Fe)|16.6 mg
GP039|Retinol (Vit. A)|320 mcg
GP039|Beta-Karoten (Carotenes)|0 mcg
GP039|Karoten Total (Re)|0 mcg
GP039|Thiamin (Vit. B1)|0.00 mg
GP039|Vitamin C (Vit. C)|0 mg
GP040|Air (Water)|34.5 g
GP040|Energi (Energy)|144 Kal
GP040|Protein (Protein)|32.5 g
GP040|Lemak (Fat)|0.6 g
GP040|Karbohidrat (CHO)|0.0 g
GP040|Serat (Fibre)|0.0 g
GP040|Abu (ASH)|32.4 g
GP040|Kalsium (Ca)|1,000 mg
GP040|Fosfor (P)|1,000 mg
GP040|Besi (Fe)|3.0 mg
GP040|Natrium (Na)|312 mg
GP040|Retinol (Vit. A)|61 mcg
GP040|Thiamin (Vit. B1)|0.10 mg
GP040|Vitamin C (Vit. C)|0 mg
GP041|Air (Water)|15.0 g
GP041|Energi (Energy)|277 Kal
GP041|Protein (Protein)|60.0 g
GP041|Lemak (Fat)|2.3 g
GP041|Karbohidrat (CHO)|1.8 g
GP041|Serat (Fibre)|0.0 g
GP041|Abu (ASH)|20.9 g
GP041|Kalsium (Ca)|1,209 mg
GP041|Fosfor (P)|1,225 mg
GP041|Besi (Fe)|3.0 mg
GP041|Retinol (Vit. A)|90 mcg
GP041|Thiamin (Vit. B1)|0.10 mg
GP041|Vitamin C (Vit. C)|0 mg
GP042|Air (Water)|37.8 g
GP042|Energi (Energy)|170 Kal
GP042|Protein (Protein)|33.4 g
GP042|Lemak (Fat)|3.0 g
GP042|Karbohidrat (CHO)|0.0 g
GP042|Serat (Fibre)|0.0 g
GP042|Abu (ASH)|25.8 g
GP042|Kalsium (Ca)|1,200 mg
GP042|Fosfor (P)|1,500 mg
GP042|Besi (Fe)|3.6 mg
GP042|Retinol (Vit. A)|64 mcg
GP042|Thiamin (Vit. B1)|0.15 mg
GP042|Vitamin C (Vit. C)|0 mg
GP043|Air (Water)|16.7 g
GP043|Energi (Energy)|331 Kal
GP043|Protein (Protein)|68.7 g
GP043|Lemak (Fat)|4.2 g
GP043|Karbohidrat (CHO)|0.0 g
GP043|Serat (Fibre)|0.0 g
GP043|Abu (ASH)|10.4 g
GP043|Kalsium (Ca)|2,381 mg
GP043|Fosfor (P)|1,500 mg
GP043|Besi (Fe)|23.4 mg
GP043|Retinol (Vit. A)|61 mcg
GP043|Thiamin (Vit. B1)|0.10 mg
GP043|Vitamin C (Vit. C)|0 mg
GP044|Air (Water)|5.2 g
GP044|Energi (Energy)|347 Kal
GP044|Protein (Protein)|48.8 g
GP044|Lemak (Fat)|6.4 g
GP044|Karbohidrat (CHO)|19.6 g
GP044|Serat (Fibre)|0.0 g
GP044|Abu (ASH)|20.0 g
GP044|Kalsium (Ca)|4,608 mg
GP044|Fosfor (P)|1,200 mg
GP044|Besi (Fe)|18.6 mg
GP044|Retinol (Vit. A)|61 mcg
GP044|Beta-Karoten (Carotenes)|0 mcg
GP044|Karoten Total (Re)|130 mcg
GP044|Thiamin (Vit. B1)|1.12 mg
GP044|Vitamin C (Vit. C)|0 mg
GP045|Air (Water)|9.3 g
GP045|Energi (Energy)|393 Kal
GP045|Protein (Protein)|38.9 g
GP045|Lemak (Fat)|13.3 g
GP045|Karbohidrat (CHO)|29.4 g
GP045|Abu (ASH)|9.1 g
GP045|Kalsium (Ca)|420 mg
GP045|Fosfor (P)|410 mg
GP045|Besi (Fe)|8.5 mg
GP045|Natrium (Na)|160 mg
GP045|Kalium (K)|50.0 mg
GP045|Tembaga (Cu)|0.60 mg
GP045|Seng (Zn)|3.7 mg
GP045|Thiamin (Vit. B1)|0.30 mg
GP045|Riboflavin (Vit. B2)|1.70 mg
GP045|Niasin (Niacin)|0.2 mg
GP046|Air (Water)|18.3 g
GP046|Energi (Energy)|357 Kal
GP046|Protein (Protein)|41.1 g
GP046|Lemak (Fat)|10.0 g
GP046|Karbohidrat (CHO)|25.6 g
GP046|Serat (Fibre)|0.0 g
GP046|Abu (ASH)|5.0 g
GP046|Kalsium (Ca)|217 mg
GP046|Fosfor (P)|904 mg
GP046|Besi (Fe)|5.2 mg
GP046|Retinol (Vit. A)|0 mcg
GP046|Karoten Total (Re)|329 mcg
GP046|Thiamin (Vit. B1)|0.27 mg
GP046|Vitamin C (Vit. C)|0 mg
GP047|Air (Water)|21.6 g
GP047|Energi (Energy)|299 Kal
GP047|Protein (Protein)|59.4 g
GP047|Lemak (Fat)|3.6 g
GP047|Karbohidrat (CHO)|3.2 g
GP047|Serat (Fibre)|0.0 g
GP047|Abu (ASH)|12.2 g
GP047|Kalsium (Ca)|2,306 mg
GP047|Fosfor (P)|625 mg
GP047|Besi (Fe)|21.4 mg
GP047|Retinol (Vit. A)|0 mcg
GP047|Beta-Karoten (Carotenes)|0 mcg
GP047|Thiamin (Vit. B1)|0.06 mg
GP047|Vitamin C (Vit. C)|0 mg
GP048|Air (Water)|18.2 g
GP048|Energi (Energy)|320 Kal
GP048|Protein (Protein)|7.2 g
GP048|Lemak (Fat)|4.2 g
GP048|Karbohidrat (CHO)|63.3 g
GP048|Abu (ASH)|7.1 g
GP048|Kalsium (Ca)|240 mg
GP048|Fosfor (P)|570 mg
GP048|Besi (Fe)|6.6 mg
GP048|Natrium (Na)|20 mg
GP048|Kalium (K)|1,040.0 mg
GP048|Tembaga (Cu)|1.50 mg
GP048|Seng (Zn)|6.2 mg
GP048|Retinol (Vit. A)|917 mcg
GP048|Thiamin (Vit. B1)|0.00 mg
GP048|Riboflavin (Vit. B2)|0.00 mg
GP048|Niasin (Niacin)|4.9 mg
GP049|Air (Water)|47.1 g
GP049|Energi (Energy)|338 Kal
GP049|Protein (Protein)|21.1 g
GP049|Lemak (Fat)|27.0 g
GP049|Karbohidrat (CHO)|1.0 g
GP049|Serat (Fibre)|0.0 g
GP049|Abu (ASH)|3.8 g
GP049|Kalsium (Ca)|354 mg
GP049|Fosfor (P)|434 mg
GP049|Besi (Fe)|3.5 mg
GP049|Retinol (Vit. A)|76 mcg
GP049|Beta-Karoten (Carotenes)|0 mcg
GP049|Thiamin (Vit. B1)|0.10 mg
GP049|Vitamin C (Vit. C)|0 mg
GP050|Air (Water)|12.5 g
GP050|Energi (Energy)|462 Kal
GP050|Protein (Protein)|39.1 g
GP050|Lemak (Fat)|32.4 g
GP050|Karbohidrat (CHO)|3.5 g
GP050|Serat (Fibre)|0.0 g
GP050|Abu (ASH)|12.5 g
GP050|Kalsium (Ca)|499 mg
GP050|Fosfor (P)|616 mg
GP050|Besi (Fe)|96.4 mg
GP050|Natrium (Na)|315 mg
GP050|Kalium (K)|402.5 mg
GP050|Retinol (Vit. A)|2 mcg
GP050|Beta-Karoten (Carotenes)|0 mcg
GP050|Karoten Total (Re)|144 mcg
GP050|Thiamin (Vit. B1)|1.37 mg
GP050|Riboflavin (Vit. B2)|0.00 mg
GP050|Niasin (Niacin)|5.3 mg
GP050|Vitamin C (Vit. C)|0 mg
GP051|Air (Water)|14.9 g
GP051|Energi (Energy)|278 Kal
GP051|Protein (Protein)|62.6 g
GP051|Lemak (Fat)|4.1 g
GP051|Karbohidrat (CHO)|2.2 g
GP051|Abu (ASH)|16.2 g
GP051|Kalsium (Ca)|760 mg
GP051|Fosfor (P)|510 mg
GP051|Besi (Fe)|5.2 mg
GP051|Natrium (Na)|540 mg
GP051|Kalium (K)|360.0 mg
GP051|Tembaga (Cu)|2.40 mg
GP051|Seng (Zn)|3.2 mg
GP051|Retinol (Vit. A)|39 mcg
GP051|Niasin (Niacin)|0.1 mg
GP052|Air (Water)|24.5 g
GP052|Energi (Energy)|273 Kal
GP052|Protein (Protein)|47.8 g
GP052|Lemak (Fat)|3.8 g
GP052|Karbohidrat (CHO)|12.5 g
GP052|Abu (ASH)|11.5 g
GP052|Kalsium (Ca)|1,109 mg
GP052|Fosfor (P)|789 mg
GP052|Besi (Fe)|2.4 mg
GP052|Natrium (Na)|651 mg
GP052|Kalium (K)|802.0 mg
GP052|Tembaga (Cu)|2.60 mg
GP052|Seng (Zn)|10.8 mg
GP053|Air (Water)|11.6 g
GP053|Energi (Energy)|513 Kal
GP053|Protein (Protein)|23.7 g
GP053|Lemak (Fat)|37.0 g
GP053|Karbohidrat (CHO)|21.3 g
GP053|Abu (ASH)|6.4 g
GP053|Kalsium (Ca)|25 mg
GP053|Fosfor (P)|25 mg
GP053|Besi (Fe)|0.5 mg
GP053|Natrium (Na)|61 mg
GP053|Kalium (K)|15.0 mg
GP053|Tembaga (Cu)|0.00 mg
GP053|Seng (Zn)|0.2 mg
GP054|Air (Water)|6.4 g
GP054|Energi (Energy)|435 Kal
GP054|Protein (Protein)|27.2 g
GP054|Lemak (Fat)|20.2 g
GP054|Karbohidrat (CHO)|36.1 g
GP054|Abu (ASH)|10.1 g
GP054|Riboflavin (Vit. B2)|0.80 mg
GP054|Niasin (Niacin)|24.3 mg
GP055|Air (Water)|69.2 g
GP055|Energi (Energy)|145 Kal
GP055|Protein (Protein)|16.3 g
GP055|Lemak (Fat)|7.0 g
GP055|Karbohidrat (CHO)|4.1 g
GP055|Abu (ASH)|3.4 g
GP055|Kalsium (Ca)|405 mg
GP055|Fosfor (P)|523 mg
GP055|Besi (Fe)|1.8 mg
GP055|Natrium (Na)|69 mg
GP055|Kalium (K)|203.0 mg
GP055|Tembaga (Cu)|1.00 mg
GP055|Seng (Zn)|1.3 mg
GP055|Thiamin (Vit. B1)|0.22 mg
GP056|Air (Water)|79.5 g
GP056|Energi (Energy)|79 Kal
GP056|Protein (Protein)|6.3 g
GP056|Lemak (Fat)|1.0 g
GP056|Karbohidrat (CHO)|1.1 g
GP056|Abu (ASH)|2.1 g
GP056|Natrium (Na)|67 mg
GP056|Retinol (Vit. A)|691 mcg
GP056|Thiamin (Vit. B1)|0.10 mg
GP056|Riboflavin (Vit. B2)|0.00 mg
GP056|Niasin (Niacin)|0.1 mg
GP057|Air (Water)|73.9 g
GP057|Energi (Energy)|94 Kal
GP057|Protein (Protein)|7.8 g
GP057|Lemak (Fat)|2.2 g
GP057|Karbohidrat (CHO)|10.8 g
GP057|Abu (ASH)|5.3 g
GP057|Natrium (Na)|58 mg
GP057|Kalium (K)|179.4 mg
GP057|Seng (Zn)|1.5 mg
GP057|Thiamin (Vit. B1)|0.50 mg
GP057|Riboflavin (Vit. B2)|0.03 mg
GP057|Niasin (Niacin)|2.4 mg
GP058|Air (Water)|64.3 g
GP058|Energi (Energy)|155 Kal
GP058|Protein (Protein)|20.1 g
GP058|Lemak (Fat)|3.8 g
GP058|Karbohidrat (CHO)|10.2 g
GP058|Abu (ASH)|1.6 g
GP058|Kalsium (Ca)|20 mg
GP058|Fosfor (P)|240 mg
GP058|Besi (Fe)|2.1 mg
GP058|Natrium (Na)|90 mg
GP058|Kalium (K)|390.0 mg
GP058|Tembaga (Cu)|0.30 mg
GP058|Seng (Zn)|0.1 mg
GP058|Retinol (Vit. A)|86 mcg
GP058|Riboflavin (Vit. B2)|0.70 mg
GP058|Niasin (Niacin)|0.2 mg
GP059|Air (Water)|8.2 g
GP059|Energi (Energy)|382 Kal
GP059|Protein (Protein)|55.7 g
GP059|Lemak (Fat)|14.1 g
GP059|Karbohidrat (CHO)|8.0 g
GP059|Serat (Fibre)|0.0 g
GP059|Abu (ASH)|14.0 g
GP059|Kalsium (Ca)|1,069 mg
GP059|Fosfor (P)|654 mg
GP059|Besi (Fe)|15.4 mg
GP059|Retinol (Vit. A)|28 mcg
GP059|Karoten Total (Re)|1,480 mcg
GP059|Thiamin (Vit. B1)|0.48 mg
GP059|Vitamin C (Vit. C)|0 mg
GP060|Air (Water)|6.5 g
GP060|Energi (Energy)|598 Kal
GP060|Protein (Protein)|74.3 g
GP060|Lemak (Fat)|26.9 g
GP060|Karbohidrat (CHO)|9.2 g
GP060|Serat (Fibre)|0.0 g
GP060|Abu (ASH)|13.1 g
GP060|Kalsium (Ca)|1,957 mg
GP060|Fosfor (P)|1,447 mg
GP060|Besi (Fe)|7.4 mg
GP060|Retinol (Vit. A)|18 mcg
GP060|Karoten Total (Re)|25 mcg
GP060|Thiamin (Vit. B1)|0.19 mg
GP060|Vitamin C (Vit. C)|0 mg
GP061|Air (Water)|51.0 g
GP061|Energi (Energy)|270 Kal
GP061|Protein (Protein)|12.3 g
GP061|Lemak (Fat)|15.9 g
GP061|Karbohidrat (CHO)|19.3 g
GP061|Serat (Fibre)|0.2 g
GP061|Abu (ASH)|1.5 g
GP061|Kalsium (Ca)|239 mg
GP061|Fosfor (P)|272 mg
GP061|Besi (Fe)|1.8 mg
GP061|Natrium (Na)|439 mg
GP061|Retinol (Vit. A)|34 mcg
GP061|Karoten Total (Re)|580 mcg
GP061|Thiamin (Vit. B1)|0.59 mg
GP061|Vitamin C (Vit. C)|0 mg
GP062|Air (Water)|80.1 g
GP062|Energi (Energy)|75 Kal
GP062|Protein (Protein)|8.2 g
GP062|Lemak (Fat)|2.0 g
GP062|Karbohidrat (CHO)|6.0 g
GP062|Abu (ASH)|3.8 g
GP062|Kalsium (Ca)|1,620 mg
GP062|Fosfor (P)|880 mg
GP062|Besi (Fe)|0.8 mg
GP062|Natrium (Na)|260 mg
GP062|Kalium (K)|150.0 mg
GP062|Tembaga (Cu)|0.10 mg
GP062|Seng (Zn)|1.5 mg
GP062|Niasin (Niacin)|0.1 mg
GP063|Air (Water)|86.0 g
GP063|Energi (Energy)|52 Kal
GP063|Protein (Protein)|10.0 g
GP063|Lemak (Fat)|0.5 g
GP063|Karbohidrat (CHO)|1.8 g
GP063|Abu (ASH)|1.7 g
GP063|Kalsium (Ca)|62 mg
GP063|Fosfor (P)|102 mg
GP063|Besi (Fe)|0.3 mg
GP063|Natrium (Na)|332 mg
GP063|Kalium (K)|141.0 mg
GP063|Tembaga (Cu)|0.00 mg
GP063|Seng (Zn)|1.0 mg
GP063|Thiamin (Vit. B1)|0.18 mg
GP063|Riboflavin (Vit. B2)|0.34 mg
GP064|Air (Water)|72.1 g
GP064|Energi (Energy)|148 Kal
GP064|Protein (Protein)|10.0 g
GP064|Lemak (Fat)|9.8 g
GP064|Karbohidrat (CHO)|5.0 g
GP064|Abu (ASH)|3.1 g
GP064|Kalsium (Ca)|103 mg
GP064|Fosfor (P)|82 mg
GP064|Besi (Fe)|0.7 mg
GP064|Natrium (Na)|525 mg
GP064|Kalium (K)|256.0 mg
GP064|Tembaga (Cu)|0.10 mg
GP064|Seng (Zn)|0.9 mg
GP064|Thiamin (Vit. B1)|0.26 mg
GP064|Riboflavin (Vit. B2)|0.02 mg
GP065|Air (Water)|75.7 g
GP065|Energi (Energy)|106 Kal
GP065|Protein (Protein)|16.5 g
GP065|Lemak (Fat)|3.3 g
GP065|Karbohidrat (CHO)|2.5 g
GP065|Abu (ASH)|2.0 g
GP065|Kalsium (Ca)|306 mg
GP065|Fosfor (P)|196 mg
GP065|Besi (Fe)|4.8 mg
GP065|Natrium (Na)|743 mg
GP065|Retinol (Vit. A)|86 mcg
GP065|Karoten Total (Re)|2,760 mcg
GP065|Thiamin (Vit. B1)|0.32 mg
GP065|Vitamin C (Vit. C)|0 mg
GP066|Air (Water)|81.4 g
GP066|Energi (Energy)|110 Kal
GP066|Protein (Protein)|5.9 g
GP066|Lemak (Fat)|8.2 g
GP066|Karbohidrat (CHO)|3.2 g
GP066|Abu (ASH)|1.3 g
GP066|Kalsium (Ca)|32 mg
GP066|Fosfor (P)|96 mg
GP066|Besi (Fe)|1.0 mg
GP066|Natrium (Na)|335 mg
GP066|Kalium (K)|121.0 mg
GP066|Tembaga (Cu)|0.20 mg
GP066|Seng (Zn)|0.9 mg
GP066|Thiamin (Vit. B1)|0.33 mg
GP066|Riboflavin (Vit. B2)|0.04 mg
GP067|Air (Water)|73.1 g
GP067|Energi (Energy)|132 Kal
GP067|Protein (Protein)|9.0 g
GP067|Lemak (Fat)|7.2 g
GP067|Karbohidrat (CHO)|7.8 g
GP067|Abu (ASH)|2.9 g
GP067|Kalsium (Ca)|53 mg
GP067|Fosfor (P)|134 mg
GP067|Besi (Fe)|3.7 mg
GP067|Natrium (Na)|285 mg
GP067|Kalium (K)|133.0 mg
GP067|Tembaga (Cu)|1.10 mg
GP067|Seng (Zn)|0.7 mg
GP067|Retinol (Vit. A)|389 mcg
GP067|Thiamin (Vit. B1)|0.29 mg
GP067|Riboflavin (Vit. B2)|0.12 mg
GP068|Air (Water)|63.1 g
GP068|Energi (Energy)|192 Kal
GP068|Protein (Protein)|12.7 g
GP068|Lemak (Fat)|10.1 g
GP068|Karbohidrat (CHO)|12.7 g
GP068|Serat (Fibre)|0.0 g
GP068|Abu (ASH)|2.4 g
GP068|Kalsium (Ca)|283 mg
GP068|Fosfor (P)|169 mg
GP068|Besi (Fe)|1.1 mg
GP068|Retinol (Vit. A)|19 mcg
GP068|Karoten Total (Re)|1,440 mcg
GP068|Thiamin (Vit. B1)|0.10 mg
GP068|Vitamin C (Vit. C)|0 mg
GP069|Air (Water)|69.2 g
GP069|Energi (Energy)|146 Kal
GP069|Protein (Protein)|17.7 g
GP069|Lemak (Fat)|5.9 g
GP069|Karbohidrat (CHO)|5.6 g
GP069|Abu (ASH)|1.6 g
GP069|Kalsium (Ca)|100 mg
GP069|Fosfor (P)|240 mg
GP069|Besi (Fe)|4.0 mg
GP069|Natrium (Na)|170 mg
GP069|Kalium (K)|310.0 mg
GP069|Tembaga (Cu)|0.30 mg
GP069|Seng (Zn)|1.4 mg
GP069|Retinol (Vit. A)|224 mcg
GP069|Beta-Karoten (Carotenes)|0 mcg
GP070|Air (Water)|13.4 g
GP070|Energi (Energy)|286 Kal
GP070|Protein (Protein)|48.5 g
GP070|Lemak (Fat)|9.2 g
GP070|Karbohidrat (CHO)|2.3 g
GP070|Abu (ASH)|26.6 g
GP070|Kalsium (Ca)|207 mg
GP070|Fosfor (P)|457 mg
GP070|Besi (Fe)|3.3 mg
GP070|Retinol (Vit. A)|109 mcg
GP070|Karoten Total (Re)|160 mcg
GP070|Thiamin (Vit. B1)|0.40 mg
GP070|Niasin (Niacin)|3.1 mg
GP070|Vitamin C (Vit. C)|0 mg
GP071|Air (Water)|69.4 g
GP071|Energi (Energy)|15 Kal
GP071|Protein (Protein)|15.2 g
GP071|Lemak (Fat)|4.3 g
GP071|Karbohidrat (CHO)|8.8 g
GP071|Abu (ASH)|2.3 g
GP071|Kalsium (Ca)|40 mg
GP071|Fosfor (P)|170 mg
GP071|Besi (Fe)|1.1 mg
GP071|Natrium (Na)|605 mg
GP071|Kalium (K)|153.0 mg
GP071|Tembaga (Cu)|0.60 mg
GP071|Seng (Zn)|1.1 mg
GP071|Thiamin (Vit. B1)|0.30 mg
GP071|Riboflavin (Vit. B2)|0.14 mg
GP071|Niasin (Niacin)|7.5 mg
GP072|Air (Water)|11.2 g
GP072|Energi (Energy)|413 Kal
GP072|Protein (Protein)|28.7 g
GP072|Lemak (Fat)|19.8 g
GP072|Karbohidrat (CHO)|29.8 g
GP072|Abu (ASH)|10.5 g
GP072|Kalsium (Ca)|909 mg
GP072|Fosfor (P)|1,291 mg
GP072|Besi (Fe)|0.0 mg
GP072|Natrium (Na)|0 mg
GP072|Kalium (K)|1,171.0 mg
GP072|Tembaga (Cu)|0.10 mg
GP072|Seng (Zn)|3.1 mg
GP072|Retinol (Vit. A)|4,236 mcg
GP072|Thiamin (Vit. B1)|1.34 mg
GP072|Riboflavin (Vit. B2)|0.03 mg
GP072|Niasin (Niacin)|5.7 mg
GP073|Air (Water)|64.5 g
GP073|Energi (Energy)|207 Kal
GP073|Protein (Protein)|7.4 g
GP073|Lemak (Fat)|15.4 g
GP073|Karbohidrat (CHO)|9.6 g
GP073|Abu (ASH)|2.9 g
GP073|Kalsium (Ca)|114 mg
GP073|Fosfor (P)|219 mg
GP073|Besi (Fe)|5.9 mg
GP073|Natrium (Na)|683 mg
GP073|Kalium (K)|117.0 mg
GP073|Tembaga (Cu)|0.50 mg
GP073|Seng (Zn)|0.7 mg
GP073|Retinol (Vit. A)|0 mcg
GP073|Beta-Karoten (Carotenes)|38 mcg
GP073|Thiamin (Vit. B1)|0.19 mg
GP073|Riboflavin (Vit. B2)|0.04 mg
GP073|Vitamin C (Vit. C)|14 mg
GP074|Air (Water)|83.9 g
GP074|Energi (Energy)|79 Kal
GP074|Protein (Protein)|2.2 g
GP074|Lemak (Fat)|4.0 g
GP074|Karbohidrat (CHO)|8.6 g
GP074|Abu (ASH)|1.3 g
GP074|Kalsium (Ca)|8 mg
GP074|Fosfor (P)|33 mg
GP074|Besi (Fe)|0.8 mg
GP074|Natrium (Na)|147 mg
GP074|Kalium (K)|34.0 mg
GP074|Tembaga (Cu)|0.10 mg
GP074|Seng (Zn)|0.5 mg
GP074|Thiamin (Vit. B1)|0.16 mg
GP074|Riboflavin (Vit. B2)|0.02 mg
GP075|Air (Water)|43.1 g
GP075|Energi (Energy)|330 Kal
GP075|Protein (Protein)|17.8 g
GP075|Lemak (Fat)|23.4 g
GP075|Karbohidrat (CHO)|12.1 g
GP075|Serat (Fibre)|1.1 g
GP075|Abu (ASH)|4.6 g
GP075|Kalsium (Ca)|154 mg
GP075|Fosfor (P)|357 mg
GP075|Besi (Fe)|5.3 mg
GP075|Retinol (Vit. A)|24 mcg
GP075|Karoten Total (Re)|4,130 mcg
GP075|Thiamin (Vit. B1)|0.15 mg
GP075|Vitamin C (Vit. C)|0 mg
GP076|Air (Water)|80.0 g
GP076|Energi (Energy)|87 Kal
GP076|Protein (Protein)|10.5 g
GP076|Lemak (Fat)|2.5 g
